ردیف,رسته,شماره جواز,مدیر واحد صنفی,تلفن 1,تلفن 2,نشانی
290,خرده فروشي سکه طلا,۱۴۰۲۱۵۴۸۱۸,اردلان حیدری,۷۷۹۴۵۲۰۱,۶۶۷۱۲۷۵۳,"آدرس:  میدان  هفت  حوض  کوچه  فاطمه  زهرا
پلاک  آبی:
کد  پستی:  ۱۶۴۹۹۶۶۳۷۴"
291,خرده فروشي سکه طلا,۱۴۰۲۲۵۶۱۹۹,افسانه آخوندی,۸۶۰۳۸۱۳۰,۶۶۷۱۲۷۵۳,"آدرس:  خیابان  کریم  خان  زند  نبش  خیابان  حافظ  پاساژالماس  کریم  خان
پلاک  آبی:
کد  پستی:  ۱۵۹۸۷۳۷۸۰۶"
292,خرده فروشي سکه طلا,,جلال	حیدری,,۶۶۷۱۲۷۵۳,"آدرس:
پلاک  آبی:
کد  پستی:"
293,خرده فروشي سکه طلا,۱۴۰۲۸۴۱۲۷۲,فرزانه	عدالت رفتارزادپور,۳۳۹۰۷۷۹۳,۶۶۷۱۲۷۵۳,"آدرس:  خیابان  ۱۵  خرداد  بازار  بزرگ  پاساژ  کوثر
پلاک  آبی:
کد  پستی:  ۱۱۱۶۹۵۹۸۹۱"
294,خرده فروشي سکه طلا,۱۴۰۲۳۷۰۴۹۶,محسن صادقی,۸۸۸۲۷۱۲۰,۶۶۷۱۲۷۵۳,"آدرس:  خیابان  انقلاب  بین  خیابان  رامسر  وخیابان  موسوی
پلاک  آبی:
کد  پستی:  ۱۵۸۱۹۱۵۵۳۷"
295,خرده فروشي سکه طلا,۱۴۰۲۶۹۹۰۹۲,محمدرضا  رمضان پور,۵۵۰۸۱۶۷۷,۶۶۷۱۲۷۵۳,"آدرس:  نازی  آباد  میدان  بازاردوم  ضلع  شرقی  میدان
پلاک  آبی:
کد  پستی:  ۱۸۱۹۶۹۴۱۹۴"
296,خرده فروشي سکه طلا,,علی اصغر قریب,۲۲۰۲۴۲۲۲,۶۶۷۱۲۷۵۳,"آدرس:  خیابان  ولیعصر  روبروی  پارک  ملت  برج  سایه  پلاک  ۲۶۰۹  طبقه  همکف  واحد۱۳
پلاک  آبی:
کد  پستی:  ۱۹۶۷۷۱۳۵۶۷"
297,خرده فروشي سکه طلا,۰۴۶۶۴۱۱۵۲۴,ابوالفضل نورالوری,۲۲۵۱۲۳۱۳,۶۶۷۱۲۷۵۳,"آدرس:  خیابان  مجیدیه  شمالی  بالاترازمیدان  ملت
پلاک  آبی:
کد  پستی:  ۱۶۶۵۹۷۴۴۳۸"
298,خرده فروشي سکه طلا,۰۰۲۹۱۰۸۵۴۴,داود	عرب,۵۵۵۹۸۲۵۰,۶۶۷۱۲۷۵۳,"آدرس:  خیابان  ۱۵  خرداد  سبزه  میدان  مرکز  طلاوجواهرایران
پلاک  آبی:
کد  پستی:  ۱۱۶۱۷۸۳۳۸۳"
299,خرده فروشي سکه طلا,۰۴۴۵۷۲۱۹۶۷,سیدجلال حسینی,۵۵۶۱۶۴۷۲,۶۶۷۱۲۷۵۳,"آدرس:  خیابان  ۱۵خرداد  سبزه  میدان  مرکزبزرگ  طلا  و  جواهر  ایران
پلاک  آبی:
کد  پستی:  ۱۱۶۱۷۸۳۱۸۷"
300,خرده فروشي سکه طلا,۱۴۰۲۳۴۰۶۰۰,امیر فخاریان,۴۴۰۳۵۳۱۲,۶۶۷۱۲۷۵۳,"آدرس:  اتوبان  شهید  ستاری  نبش  پیامبر  مجتمع  تجاری  کورش
پلاک  آبی:
کد  پستی:  ۱۴۷۳۶۱۱۴۸۰"
301,خرده فروشي سکه طلا,۱۴۰۲۹۰۳۴۱۰,مرضیه شایسته,۵۵۶۲۵۲۶۰,۶۶۷۱۲۷۵۳,"آدرس:  خیابان  ۱۵  خرداذد  ابتدای  صحافها  پاساژ  ایرانیان
پلاک  آبی:
کد  پستی:  ۱۱۶۱۷۶۶۰۳۴"
302,خرده فروشي سکه طلا,۱۴۰۲۱۲۴۱۸۲,علی صفرعلیزاده,۵۵۵۸۳۵۶۵,۶۶۷۱۲۷۵۳,"آدرس:  خیابان  ۱۵  خرداد  بازار  بزرگ  پاساژ  زمرد
پلاک  آبی:
کد  پستی:  ۱۱۶۱۶۵۵۷۳۱"
303,خرده فروشي سکه طلا,۱۴۰۲۴۲۸۳۱۴,محمدرضا ابراهیم زاده,۴۴۵۳۰۷۳۷,۶۶۷۱۲۷۵۳,"آدرس:  تهرانسر  نبش  گیتی  نما  پاساژ  رضا
پلاک  آبی:
کد  پستی:  ۱۳۸۸۶۱۷۶۶۸"
304,خرده فروشي سکه طلا,۰۴۶۶۲۲۰۰۰۴,خلیل	یوسفیان,۲۲۰۸۰۹۸۹,۶۶۷۱۲۷۵۳,"آدرس:  سعادت  آباد  میدان  کاج  مرکز  تجاری  ابریشم
پلاک  آبی:
کد  پستی:  ۱۹۹۸۶۱۴۱۱۳"
305,خرده فروشي سکه طلا,۱۴۰۲۵۸۸۵۳۰,يوسف رضا تاری حاجی کلايی,,۶۶۷۱۲۷۵۳,"آدرس:  خيابان  شهيد  رجايي  جنوب  خيابان  اکبر  مشهدي  پاساژ  لوتوس  مال
پلاک  آبی:
کد  پستی:  ۱۸۱۴۷۱۲۸۹۵"
306,خرده فروشي سکه طلا,۱۴۰۲۰۲۳۱۶۲,سيدمهدي کمالي,۵۵۶۹۳۹۲۰,۶۶۷۱۲۷۵۳,"آدرس:  ۱۵  خرداد  پاساژ  سبزه  ميدان
پلاک  آبی:
کد  پستی:  ۱۱۶۱۷۸۳۴۸۹"
307,خرده فروشي سکه طلا,۱۴۰۲۳۶۹۰۹۰۹۵,امين	محمدزاده,۴۴۲۰۶۹۴۲,۶۶۷۱۲۷۵۳,"آدرس:  فلکه  دوم  صادقيه  ضلع  شمال  شرقي
پلاک  آبی:
کد  پستی:  ۱۴۵۱۶۱۳۱۵۱"
308,خرده فروشي سکه طلا,۱۴۰۲۹۸۹۷۵۵,علیرضا دلاویز,۲۲۹۰۵۵۲۱,۳,"آدرس:  میرداماد  میدان  مادرخیابان  وزیری  پور
پلاک  آبی:
کد  پستی:  ۱۵۴۵۹۵۶۳۵۵"
309,خرده فروشي سکه طلا,۱۴۰۲۳۸۴۷۲۲,المیرا	شیرزاد,۷۷۶۹۲۴۸۴,۳,"آدرس:  ابتدای  خیابان  شهیدمدنی  شمالی  نبش  کوچه  سرباز
پلاک  آبی:
کد  پستی:  ۱۶۳۶۹۱۸۶۶۳"
310,خرده فروشي سکه طلا,۰۴۶۶۲۱۳۴۶۲,مرتضی صادقی ده آبادی,۵۵۶۱۶۳۰۹,۳,"آدرس:  خیابان  ۱۵  خرداد  زیرزمین  سبزه  میدان  پاساژ  طلاو  جواهر  ایران
پلاک  آبی:
کد  پستی:  ۱۱۶۱۷۸۳۳۵۵"
311,خرده فروشي سکه طلا,۱۴۰۲۱۸۹۱۰۴,امیر راثی اعتمادی,۳۳۸۶۵۵۲۲,۳,"آدرس:  شهرک  مسعودیه  خیابان  کلهر  چهارراه  دوم
پلاک  آبی:
کد  پستی:  ۱۷۸۷۸۸۶۶۵۴"
312,خرده فروشي سکه طلا,۰۴۶۶۳۶۷۲۹۶,امیرشهرام آقاپور,۳۳۹۱۰۸۳۳,۳,"آدرس:  خیابان  ۱۵  خرداد  کوی  تکیه  دولت  پاساژ  محمدی
پلاک  آبی:
کد  پستی:  ۱۱۱۴۹۴۶۱۹۷"
313,خرده فروشي سکه طلا,۱۴۰۲۰۸۸۱۱۱,حمیدرضا بلشک,۶۶۳۴۰۱۱۳,۳,"آدرس:  خیابان  فردوسی  شمالی  بالاترازخیابان  تقوی  (کوشک)
پلاک  آبی:
کد  پستی:  ۱۱۴۵۶۸۳۳۶۶"
314,خرده فروشي سکه طلا,۰۴۱۵۰۷۵۱۱۷,مسعود ابراهیم زاده اقبال,۳۳۹۱۸۴۴۳,۳,"آدرس:  خیابان  ۱۵  خرداد  روبروی  مسجدامام  پاساژکوثر
پلاک  آبی:
کد  پستی:  ۱۱۱۶۹۵۹۸۹۷"
315,خرده فروشي سکه طلا,۱۴۰۲۵۳۶۴۵۹,حسن	منصوری,۶۶۷۱۱۳۵۳,۳,"آدرس:  خیابان  جمهوری  اسلامی  چهارراه  استانبول  پاساژمعتمد
پلاک  آبی:
کد  پستی:  ۱۱۳۵۹۳۶۶۵۱"
316,خرده فروشي سکه طلا,۱۴۰۲۴۰۱۳۴۳,مهرشاد ابراهیمی,۲۲۱۴۹۳۸۸,۳,"آدرس:  شهرک  غرب  بلوار  فرحزادی  خیابان  شهید  حافظی  پاساژ  آرن
پلاک  آبی:
کد  پستی:  ۱۴۶۸۸۸۳۶۳۰"
317,خرده فروشي سکه طلا,۱۴۰۲۵۸۵۶۴۹,اسماعیل بخشی زاده,۳۳۹۱۸۸۰۵,۳,"آدرس:  خیابان  ۱۵  خرداد  روبروی  مسجد  امام  پاساژ  کوثر
پلاک  آبی:
کد  پستی:  ۱۱۱۶۹۵۹۸۹۳"
318,خرده فروشي سکه طلا,۱۴۰۲۸۲۳۳۰۹,ناصر	چابکی مسعودی,۶۶۳۴۰۳۴۵,۳,"آدرس:  خیابان  فردوسی  نرسیده  به  میدان  فردوسی  مجتمع  تجارت  جهانی
پلاک  آبی:
کد  پستی:  ۱۱۴۵۶۸۳۷۷۹"
319,خرده فروشي سکه طلا,,فریدون  صابر شهرستانی,,۳,"آدرس:
پلاک  آبی:
کد  پستی:"
320,خرده فروشي سکه طلا,۱۴۰۲۱۴۶۶۴۲,محمدتقی باقری,۲۲۳۷۰۹۱۱,۳,"آدرس:  سعادت  اباد  ضلع  جنوب  شرقی  میدان  کاج  پاساژ  سروستان
پلاک  آبی:
کد  پستی:  ۱۹۹۷۹۹۸۱۵۶"
321,خرده فروشي سکه طلا,۱۴۰۲۸۰۹۲۱۵,امیر قابضی,۷۷۳۸۶۱۲۷,۳,"آدرس:  تهرانپارس  قنات  کوثر  بلوار  مطهری  بین  ۸  و  ۹  مرکزی
پلاک  آبی:
کد  پستی:  ۱۶۸۹۹۴۹۱۱۳"
322,خرده فروشي سکه طلا,۱۴۰۲۶۷۴۹۵۶,فخرالدین نجفی سردهائی,۴۴۲۴۹۵۵۷,۳,"آدرس:  ستارخان  بین  فلکه  اول  و  دوم  پاساژ  شب  تاب
پلاک  آبی:
کد  پستی:  ۱۴۵۱۶۳۳۸۵۱"
323,خرده فروشي سکه طلا,۱۴۰۲۹۰۷۴۲۷,نادر حسین لولاچی,۸۸۸۹۲۲۵۹,۸۸۸۹۱۸۵۴,"آدرس:  خیابان  کریمخان  زند  نبش  آبان  شمالی
پلاک  آبی:
کد  پستی:  ۱۵۹۷۶۳۳۱۳۷"
324,خرده فروشي سکه طلا,۱۴۰۲۲۵۹۱۲۶,غلامرضا رضوانی نژاد,۲۲۶۵۳۵۱۵,۸۸۸۹۱۸۵۴,"آدرس:  خیابان  ولی  عصر  روبروی  پارک  ملت  برج  ملت
پلاک  آبی:
کد  پستی:  ۱۹۶۷۷۱۳۱۹۶"
325,خرده فروشي سکه طلا,۱۴۰۲۶۸۲۰۶۵,محمدرضا بذرافشان,۷۷۸۵۰۸۲۵,۸۸۸۹۱۸۵۴,"آدرس:  نارمک  خیابان  شهید  مدنی  جنب  مترو  فدک  پاساژ  پالمیرا
پلاک  آبی:
کد  پستی:  ۱۶۴۵۶۶۱۵۳۱"
326,خرده فروشي سکه طلا,۱۴۰۲۷۲۰۳۸۹,علی روحانی,۰۹۱۲۱۳۸۱۸۸۴,۸۸۸۹۱۸۵۴,"آدرس:  میدان  فردوسی  خیابان  فردوسی  مجتمع  تجارت  جهانی
پلاک  آبی:
کد  پستی:  ۱۱۴۵۶۸۳۶۸۳"
327,خرده فروشي سکه طلا,۰۴۱۳۹۷۳۵۷۲,محمد شهبازی,۵۵۷۵۹۰۹۱,۵۵۷۷۴۸۲۱,"آدرس:  امامزاده  حسن  خیابان  امین  الملک  پاساژ  پورهنگ
پلاک  آبی:
کد  پستی:  ۱۳۵۸۸۱۴۱۵۵"
328,خرده فروشي سکه طلا,۰۴۶۶۴۹۲۶۵۲,علیرضا نوروزی,۷۷۷۹۷۵۹۶,۵۵۷۷۴۸۲۱,"آدرس:  تهرانپارس  میدان  رهبر  ۱۵  متری  چمران  پاساژ  گلشن
پلاک  آبی:
کد  پستی:  ۱۶۵۷۹۱۴۷۸۷"
329,خرده فروشي سکه طلا,۱۴۰۲۵۶۰۷۳۷,حسین ولیلو قزلباش,۸۸۶۵۷۵۰۱,۵۵۷۷۴۸۲۱,"آدرس:  ولیعصر  تقاطع  میرداماد  برج  اسکان
پلاک  آبی:
کد  پستی:  ۱۹۶۹۶۱۳۳۱۹"
330,خرده فروشي سکه طلا,۱۴۰۲۶۰۲۳۶۰,علي عظيمي کلخوران,۶۶۷۲۱۸۱۷,۵۵۷۷۴۸۲۱,"آدرس:  ميدان  فردوسي  ضلع  جنوب  شرقي
پلاک  آبی:
کد  پستی:  ۱۱۴۵۶۹۳۱۳۵"
331,خرده فروشي سکه طلا,۰۴۶۶۴۷۹۶۵۳,نادر بذرافشان,۷۷۸۷۰۲۴۴,۵۵۷۷۴۸۲۱,"آدرس:  تهرانپارس  فلکه  اول  خ  ۱۴۴شرقی  پاساژ  سپید
پلاک  آبی:
کد  پستی:  ۱۶۵۴۶۳۳۵۸۵"
332,خرده فروشي سکه طلا,۱۴۰۲۶۱۵۳۶۵,نقی نوری,۳۳۹۵۹۱۰۷,۸,"آدرس:  خیابان  فردوسی  شمالی  نبش  خیابان  منوچهری
پلاک  آبی:
کد  پستی:  ۱۱۴۵۸۳۴۵۴۴"
333,خرده فروشي سکه طلا,۰۴۶۶۴۳۴۷۷۳,علیرضا اسدالهی مسلک,۷۷۴۷۲۲۴۳,۸,"آدرس:  خیابان  پیروزی-  خیابان  پنجم  نیروی  هوائی-  بین  فلکه  اول  و  دوم
پلاک  آبی:
کد  پستی:  ۱۷۳۸۹۴۳۷۴۹"
334,خرده فروشي سکه طلا,۱۴۰۲۳۹۰۵۷۲,علی شاهین	نقره چی,۵۵۶۲۲۸۲۷,۸,"آدرس:  ۱۵  خرداد  بازار  بزرگ
پلاک  آبی:
کد  پستی:  ۱۱۶۱۶۵۵۸۹۴"
335,خرده فروشي سکه طلا,۰۴۱۴۵۶۴۸۸۱,سید محمد جلالی حاجی آبادی,۵۵۵۹۸۲۱۲,۸,"آدرس:  خیابان  ۱۵  خرداد  سبزه  میدان  پاساژ  طلاو  جواهر
پلاک  آبی:
کد  پستی:  ۱۱۶۱۷۸۳۱۴۳"
336,خرده فروشي سکه طلا,۱۴۰۲۲۱۲۸۴۸,احسان حشمتي تبار,۷۷۹۷۳۱۶۷,۸,"آدرس:  نارمک  خيابان  شهيد  رودباري  جنوبي
پلاک  آبی:
کد  پستی:  ۱۶۴۷۷۶۵۳۵۷"
337,خرده فروشي سکه طلا,۱۴۰۲۲۸۱۰۸۶,حمیدرضا مبینی,۴۶۰۸۷۲۱۰,۸,"آدرس:  چیتگر  بلوار  کوهک  نبش  نسیم  ۱۶  پاساژ  طوبی  راهروی۲۲
پلاک  آبی:
کد  پستی:  ۱۴۸۵۷۱۶۴۹۱"
338,خرده فروشي سکه طلا,۱۴۰۲۷۸۱۹۴۷,توحید ولیلوغزل باش,۶۶۳۴۱۷۹۰,۸,"آدرس:  خیابان  فردوسی  شمالی  مرکز  خرید  تجارت  جهانی
پلاک  آبی:
کد  پستی:  ۱۱۴۵۶۸۳۷۸۸"
339,خرده فروشي سکه طلا,۱۴۰۲۳۹۹۹۱۳,سیدزین العابدین	کاشانی,۴۴۴۹۸۵۱۱,۸,"آدرس:  میدان  پونک  مجتمع  تجاری  بوستان  راهروی  انتظامات
پلاک  آبی:
کد  پستی:  ۱۴۷۶۸۹۵۴۸۳"
340,خرده فروشي سکه طلا,۱۴۰۲۱۸۷۶۵۷,علیرضا کاکائی,۵۵۵۹۸۰۹۶,۸,"آدرس:  خیابان  ۱۵  خرداد  سبزه  میدان  پاساژ  طلاو  جواهر  ایران
پلاک  آبی:
کد  پستی:  ۱۱۶۱۷۸۳۴۱۳"
341,خرده فروشي سکه طلا,۱۴۰۲۹۱۷۶۷۷,فراز مهدی پور شلمانی,۴۶۱۴۲۱۱۳,۸,"آدرس:  ستارخان  بین  فلکه  اول  و  دوم  پاساژ  زرناب
پلاک  آبی:
کد  پستی:  ۱۴۵۱۷۹۳۹۳۵"
342,خرده فروشي سکه طلا,۱۴۰۲۷۷۰۳۶۳,محمدمهدی حسین مردی,۴۶۱۴۲۲۴۷,۸,"آدرس:  خیابان  ستارخان  بین  اول  ودوم  صادقیه  پاساژ  زرناب
پلاک  آبی:
کد  پستی:  ۱۴۵۱۷۹۳۸۰۰"
343,خرده فروشي سکه طلا,۱۴۰۲۹۳۱۳۴۳,فرزادجلالیان,,۸,"آدرس:  میدان  فردوسی  مرکز  تجارت  جهانی
پلاک  آبی:
کد  پستی:  ۱۱۴۵۶۸۳۷۶۰"
344,خرده فروشي سکه طلا,۱۴۰۲۴۰۳۴۴۷,هادی قربانی,۴۴۲۱۷۱۰۱,۸,"آدرس:  خیابان  ستارخان  بین  فلکه  اول  و  دوم  پاساژ  توسعه  شبنم
پلاک  آبی:
کد  پستی:  ۱۴۵۱۷۹۴۴۴۴"
345,خرده فروشي سکه طلا,,سعید	کاظمی,,۸,"آدرس:
پلاک  آبی:
کد  پستی:"
346,خرده فروشي سکه طلا,,محمد بهگوی,,۸,"آدرس:
پلاک  آبی:
کد  پستی:"
347,خرده فروشي سکه طلا,۱۴۰۲۹۴۰۱۴۰,سید علیرضا	سیدرضائی,۴۴۴۹۸۱۱۹,۸,"آدرس:  پونک  بلوار  اشرفی  اصفهانی  مجتمع  تجاری  بوستان  راهرو  انتظامات
پلاک  آبی:
کد  پستی:  ۱۴۷۶۸۹۵۴۷۵"
348,خرده فروشي سکه طلا,۱۴۰۲۴۳۸۱۸۵,سیدسجاد شاهرخی,۸۸۰۵۹۲۰۱,۸,"آدرس:  ملاصدرا  انتهای  خیابان  شیراز  شمالی  ساختمان  ایران  سکنا
پلاک  آبی:
کد  پستی:  ۱۹۹۱۸۱۸۵۱۴"
349,خرده فروشي سکه طلا,۰۴۱۴۰۴۹۸۷۹,فرید	پنجه پور,۵۵۱۵۳۴۳۲,۸,"آدرس:  خیابان  ۱۵  خرداد  بازار  بزرگ  سرای  زمرد
پلاک  آبی:
کد  پستی:  ۱۱۶۱۶۵۵۱۲۳"
350,خرده فروشي سکه طلا,۱۴۰۲۳۵۶۹۰۵,احمد	ملکی,۴۶۱۴۲۲۷۸,۴۶۱۴۲۲۸۹,"آدرس:  بین  فلکه  اول  ودوم  صادقیه  پاساژ  زرناب
پلاک  آبی:
کد  پستی:  ۱۴۵۱۷۹۳۸۰۳"
351,خرده فروشي سکه طلا,۱۴۰۲۵۲۸۲۱۹,مصطفی سمیعی زفرقندی,۷۷۲۷۰۰۵۴,۴۶۱۴۲۲۸۹,"آدرس:  میدان  نبوت  ابتدای  خیابان  آیت  شمالی  پاساژ  ساعت
پلاک  آبی:
کد  پستی:  ۱۶۴۸۷۳۸۸۸۸"
352,خرده فروشي سکه طلا,۱۴۰۲۰۶۸۲۵۸,پیمان احمدی گنجه,۳۳۹۰۸۱۱۹,۴۶۱۴۲۲۸۹,"آدرس:  خیابان  ۱۵  خرداد  جنب  بانک  پاسارگاد  پاساژ  کوثر  همکف
پلاک  آبی:
کد  پستی:  ۱۱۱۶۹۵۹۹۳۶"
353,خرده فروشي سکه طلا,۱۴۰۲۸۹۳۳۳۳,مجید پیمبری,۸۸۸۰۱۷۳۴,۴۶۱۴۲۲۸۹,"آدرس:  خیابان  کریمخان  بین  آبان  و  حافظ  پاساژ  نگین
پلاک  آبی:
کد  پستی:  ۱۵۹۷۶۱۷۳۱۸"
354,خرده فروشي سکه طلا,۱۴۰۲۴۲۰۲۲۰,زهرا حسن زاده قصبه,۸۸۷۱۰۷۴۲,۴۶۱۴۲۲۸۹,"آدرس:  خیابان  ولیعصر  بعد  از  سه  راه  عباس  آباد
پلاک  آبی:
کد  پستی:  ۱۴۳۳۸۸۴۵۶۱"
355,خرده فروشي سکه طلا,۱۴۰۲۷۰۰۶۶۲,آرش شعبانی,۶۶۳۴۰۶۵۷,۸,"آدرس:  خیابان  فردوسی  شمالی  مجتمع  تجارت  جهانی
پلاک  آبی:
کد  پستی:  ۱۱۴۵۶۸۳۶۸۹"
356,خرده فروشي سکه طلا,۱۴۰۲۴۴۸۹۵۰,علی محلاتی,۳۳۹۰۷۹۵۵,۸,"آدرس:  خیابان  ۱۵  خرداد  روبروی  مسجد  امام  پاساژکوثر
پلاک  آبی:
کد  پستی:  ۱۱۱۶۹۵۹۸۹۴"
357,خرده فروشي سکه طلا,۱۴۰۲۴۴۲۲۶۲,علی کربلائی غلامی,,,"آدرس:  خیابان  جمهوری  نرسیده  به  چهارراه  استامبول  پاساژ  آرمان
پلاک  آبی:
کد  پستی:  ۱۱۳۵۸۵۶۷۳۷"
358,خرده فروشي سکه طلا,۱۴۰۲۵۶۳۷۶۹,حسن فرج زاده جلالی,۳۳۹۵۷۹۷۸,,"آدرس:  خیابان  جمهوری  بعد  از  چهارراه  استانبول  پاساژ  پروانه
پلاک  آبی:
کد  پستی:  ۱۱۴۴۶۴۴۶۳۸"
359,خرده فروشي سکه طلا,,امیر خالقی,,,"آدرس:
پلاک  آبی:
کد  پستی:"
360,خرده فروشي سکه طلا,۰۰۲۹۱۴۵۱۱۵,اسماعیل سعادت ورنوسفادرانی,۵۵۶۱۶۴۶۵,,"آدرس:  خیابان  ۱۵  خرداد  زیرزمین  سبزه  میدان  پاساژ  طلاو  جواهر  ایران
پلاک  آبی:
کد  پستی:  ۱۱۶۱۷۸۳۳۸۵"
361,خرده فروشي سکه طلا,۱۴۰۲۹۰۵۳۸۶,فاطمه صوری,۵۵۶۹۶۴۷۳,,"آدرس:  خیابان  پانزده  خرداد  سبزه  میدان  بازار  طلا  وجواهر  ایران
پلاک  آبی:
کد  پستی:  ۱۱۶۱۷۸۳۳۶۵"
362,خرده فروشي سکه طلا,۱۴۰۲۴۵۷۱۶۳,حامد جعفری,,,"آدرس:  خیابان  جیحون  مابین  دامپزشکی  و  هاشمی
پلاک  آبی:
کد  پستی:  ۱۳۴۸۶۹۸۷۶۳"
363,خرده فروشي سکه طلا,۱۴۰۲۷۶۲۲۲۲,شهاب الدین ابراهیمی,۴۴۵۰۶۹۲۱,,"آدرس:  تهرانسر  نبش  خیابان  گیتی  نما  (چهاردهم)  بازار  رضا
پلاک  آبی:
کد  پستی:  ۱۳۸۸۶۱۷۶۷۷"
364,خرده فروشي سکه طلا,۰۰۲۹۱۵۷۲۴۳,مسعود انصاری پیرسرائی,۶۶۷۰۸۶۴۵,,"آدرس:  خیابان  جمهوری  اسلامی  جنب  هتل  نادری
پلاک  آبی:
کد  پستی:  ۱۱۳۵۸۵۵۵۶۱"
365,خرده فروشي سکه طلا,۰۰۲۹۱۲۳۰۸۰,فتح اله آتشی,۳۳۱۱۷۶۵۶,,"آدرس:  خیابان  لاله  زار  پاساژ  بازارطلا  طبقه  اول
پلاک  آبی:
کد  پستی:  ۱۱۴۴۷۳۴۵۸۵"
366,خرده فروشي سکه طلا,۰۴۶۷۶۶۴۸۹۴,محمدعلی نیری,۷۷۰۵۷۰۰۰,۰۹۱۲۱۲۴۴۷۷۷,"آدرس:  ميدان  هفت  حوض  ضلع  شمال  غربي  پاساژساعت
پلاک  آبی:
کد  پستی:  ۱۶۴۸۷۳۸۸۸۳"
367,خرده فروشي سکه طلا,,علی محمد قاسمی,,۰۹۱۲۱۲۴۴۷۷۷,"آدرس:
پلاک  آبی:
کد  پستی:"
368,خرده فروشي سکه طلا,,مجید انصاری پیر سرائی,,۰۹۱۲۱۲۴۴۷۷۷,"آدرس:
پلاک  آبی:
کد  پستی:"
369,خرده فروشي سکه طلا,,احمد آذربرزین نیاز,,۰۹۱۲۱۲۴۴۷۷۷,"آدرس:
پلاک  آبی:
کد  پستی:"
370,خرده فروشي سکه طلا,,احمد مهدوی,,۰۹۱۲۱۲۴۴۷۷۷,"آدرس:
پلاک  آبی:
کد  پستی:"
371,خرده فروشي سکه طلا,,محسن خضرالیاسی,,۰۹۱۲۱۲۴۴۷۷۷,"آدرس:
پلاک  آبی:
کد  پستی:"
372,خرده فروشي سکه طلا,,مجتبی روستائی,,۰۹۱۲۱۲۴۴۷۷۷,"آدرس:
پلاک  آبی:
کد  پستی:"
373,خرده فروشي سکه طلا,,سید محمود سیدی,,۰۹۱۲۱۲۴۴۷۷۷,"آدرس:
پلاک  آبی:
کد  پستی:"
374,خرده فروشي سکه طلا,,محسن محمداسماعیل,,۰۹۱۲۱۲۴۴۷۷۷,"آدرس:
پلاک  آبی:
کد  پستی:"
375,خرده فروشي سکه طلا,,سعید زمانی ورکانه,,۰۹۱۲۱۲۴۴۷۷۷,"آدرس:
پلاک  آبی:
کد  پستی:"
376,خرده فروشي سکه طلا,,سیدمحمد میرسعیدقاضی,,۰۹۱۲۱۲۴۴۷۷۷,"آدرس:
پلاک  آبی:
کد  پستی:"
377,خرده فروشي سکه طلا,,سیداحمدرضا موسویان,,۰۹۱۲۱۲۴۴۷۷۷,"آدرس:
پلاک  آبی:
کد  پستی:"
378,خرده فروشي سکه طلا,,مرتضی فلاح اشتری,,۰۹۱۲۱۲۴۴۷۷۷,"آدرس:
پلاک  آبی:
کد  پستی:"
379,خرده فروشي سکه طلا,,علی نایبی,,۰۹۱۲۱۲۴۴۷۷۷,"آدرس:
پلاک  آبی:
کد  پستی:"
380,خرده فروشي سکه طلا,,کرم رستاک فرد,,۰۹۱۲۱۲۴۴۷۷۷,"آدرس:
پلاک  آبی:
کد  پستی:"
